question,correct_answers,question_type
221000 × 244 =,5.3924e+07;2.6962e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00000579}{4.80\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00000579%7D%7B4.80%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00000579}{4.80\times10^-9}="" data-equation-content=""\frac{0.00000579}{4.80\times10^-9}="" data-ignore-a11y-check=""""></mattext>",1206.2;6.0312,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.65}{6.7\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.65%7D%7B6.7%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.65}{6.7\times10^-8}="" data-equation-content=""\frac{1.65}{6.7\times10^-8}="" data-ignore-a11y-check=""""></mattext>",2.4627e+07;1.2313e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0000055}{1.8\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0000055%7D%7B1.8%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0000055}{1.8\times10^-9}="" data-equation-content=""\frac{0.0000055}{1.8\times10^-9}="" data-ignore-a11y-check=""""></mattext>",3055.6;15.278,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{125}{0.0000359}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B125%7D%7B0.0000359%7D%3D?scale=1.5"" alt=""LaTeX: \frac{125}{0.0000359}="" data-equation-content=""\frac{125}{0.0000359}="" data-ignore-a11y-check=""""></mattext>",3.4819e+06;17409,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.024}{5.6\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.024%7D%7B5.6%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.024}{5.6\times10^-9}="" data-equation-content=""\frac{0.024}{5.6\times10^-9}="" data-ignore-a11y-check=""""></mattext>",4.2857e+06;21429,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{8.1\times10^6}{0.000131}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B8.1%5Ctimes10%5E6%7D%7B0.000131%7D%3D?scale=1.5"" alt=""LaTeX: \frac{8.1\times10^6}{0.000131}="" data-equation-content=""\frac{8.1\times10^6}{0.000131}="" data-ignore-a11y-check=""""></mattext>",6.1832e+10;3.0916e+08,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.4\times10^6}{7.06\times10^6}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.4%5Ctimes10%5E6%7D%7B7.06%5Ctimes10%5E6%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.4\times10^6}{7.06\times10^6}="" data-equation-content=""\frac{2.4\times10^6}{7.06\times10^6}="" data-ignore-a11y-check=""""></mattext>",0.33994;0.0016997,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{121}{2.8\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B121%7D%7B2.8%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{121}{2.8\times10^-7}="" data-equation-content=""\frac{121}{2.8\times10^-7}="" data-ignore-a11y-check=""""></mattext>",4.3214e+08;2.1607e+06,numerical_tolerance
1.1 × 1.3 x 10<sup>6</sup> =,1.43e+06;7150,numerical_tolerance
2.0 x 10<sup>7</sup> × 0.000425 =,8500;42.5,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{6.1\times10^8}{1.9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B6.1%5Ctimes10%5E8%7D%7B1.9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{6.1\times10^8}{1.9}="" data-equation-content=""\frac{6.1\times10^8}{1.9}="" data-ignore-a11y-check=""""></mattext>",3.2105e+08;1.6053e+06,numerical_tolerance
1.3 x 10<sup>6</sup> × 130000 =,1.69e+11;8.45e+08,numerical_tolerance
0.41 × 1650 =,676.5;3.3825,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{241}{0.00000156}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B241%7D%7B0.00000156%7D%3D?scale=1.5"" alt=""LaTeX: \frac{241}{0.00000156}="" data-equation-content=""\frac{241}{0.00000156}="" data-ignore-a11y-check=""""></mattext>",1.5449e+08;7.7244e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{5.8\times10^8}{5.40\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B5.8%5Ctimes10%5E8%7D%7B5.40%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{5.8\times10^8}{5.40\times10^-7}="" data-equation-content=""\frac{5.8\times10^8}{5.40\times10^-7}="" data-ignore-a11y-check=""""></mattext>",1.0741e+15;5.3704e+12,numerical_tolerance
3.0 x 10<sup>5</sup> × 6.81 x 10<sup>-7</sup> =,0.2043;0.0010215,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{6.4\times10^7}{1.23\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B6.4%5Ctimes10%5E7%7D%7B1.23%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{6.4\times10^7}{1.23\times10^-9}="" data-equation-content=""\frac{6.4\times10^7}{1.23\times10^-9}="" data-ignore-a11y-check=""""></mattext>",5.2033e+16;2.6016e+14,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.0\times10^3}{6.51\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.0%5Ctimes10%5E3%7D%7B6.51%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.0\times10^3}{6.51\times10^-9}="" data-equation-content=""\frac{2.0\times10^3}{6.51\times10^-9}="" data-ignore-a11y-check=""""></mattext>",3.0722e+11;1.5361e+09,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.6\times10^8}{0.643}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.6%5Ctimes10%5E8%7D%7B0.643%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.6\times10^8}{0.643}="" data-equation-content=""\frac{1.6\times10^8}{0.643}="" data-ignore-a11y-check=""""></mattext>",2.4883e+08;1.2442e+06,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00000522}{0.00000719}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00000522%7D%7B0.00000719%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00000522}{0.00000719}="" data-equation-content=""\frac{0.00000522}{0.00000719}="" data-ignore-a11y-check=""""></mattext>",0.72601;0.00363,numerical_tolerance
110 × 5.2 x 10<sup>7</sup> =,5.72e+09;2.86e+07,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{38}{13.2}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B38%7D%7B13.2%7D%3D?scale=1.5"" alt=""LaTeX: \frac{38}{13.2}="" data-equation-content=""\frac{38}{13.2}="" data-ignore-a11y-check=""""></mattext>",2.8788;0.014394,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{36000}{0.00029}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B36000%7D%7B0.00029%7D%3D?scale=1.5"" alt=""LaTeX: \frac{36000}{0.00029}="" data-equation-content=""\frac{36000}{0.00029}="" data-ignore-a11y-check=""""></mattext>",1.2414e+08;6.2069e+05,numerical_tolerance
2.4 x 10<sup>-7</sup> × 4.8 x 10<sup>7</sup> =,11.52;0.0576,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.5\times10^7}{804000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.5%5Ctimes10%5E7%7D%7B804000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.5\times10^7}{804000}="" data-equation-content=""\frac{1.5\times10^7}{804000}="" data-ignore-a11y-check=""""></mattext>",18.657;0.093284,numerical_tolerance
98000 × 2.5 x 10<sup>8</sup> =,2.45e+13;1.225e+11,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.388}{0.0000070}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.388%7D%7B0.0000070%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.388}{0.0000070}="" data-equation-content=""\frac{0.388}{0.0000070}="" data-ignore-a11y-check=""""></mattext>",55429;277.14,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.3\times10^8}{1.45\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.3%5Ctimes10%5E8%7D%7B1.45%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.3\times10^8}{1.45\times10^-8}="" data-equation-content=""\frac{2.3\times10^8}{1.45\times10^-8}="" data-ignore-a11y-check=""""></mattext>",1.5862e+16;7.931e+13,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4.0\times10^3}{0.0000054}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4.0%5Ctimes10%5E3%7D%7B0.0000054%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4.0\times10^3}{0.0000054}="" data-equation-content=""\frac{4.0\times10^3}{0.0000054}="" data-ignore-a11y-check=""""></mattext>",7.4074e+08;3.7037e+06,numerical_tolerance
95000 × 718 =,6.821e+07;3.4105e+05,numerical_tolerance
15.8 × 4.6 x 10<sup>6</sup> =,7.268e+07;3.634e+05,numerical_tolerance
1.58 × 4.82 x 10<sup>6</sup> =,7.6156e+06;38078,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{87000}{3.0\times10^6}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B87000%7D%7B3.0%5Ctimes10%5E6%7D%3D?scale=1.5"" alt=""LaTeX: \frac{87000}{3.0\times10^6}="" data-equation-content=""\frac{87000}{3.0\times10^6}="" data-ignore-a11y-check=""""></mattext>",0.029;0.000145,numerical_tolerance
0.000286 × 10500 =,3.003;0.015015,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.03\times10^8}{6.87\times10^8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.03%5Ctimes10%5E8%7D%7B6.87%5Ctimes10%5E8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.03\times10^8}{6.87\times10^8}="" data-equation-content=""\frac{1.03\times10^8}{6.87\times10^8}="" data-ignore-a11y-check=""""></mattext>",0.14993;0.00074964,numerical_tolerance
24000 × 3.23 x 10<sup>7</sup> =,7.752e+11;3.876e+09,numerical_tolerance
1.9 x 10<sup>-8</sup> × 7.9 x 10<sup>6</sup> =,0.1501;0.0007505,numerical_tolerance
0.0123 × 6.88 =,0.084624;0.00042312,numerical_tolerance
0.0013 × 1.9 x 10<sup>8</sup> =,2.47e+05;1235,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{7.5\times10^7}{19.2}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B7.5%5Ctimes10%5E7%7D%7B19.2%7D%3D?scale=1.5"" alt=""LaTeX: \frac{7.5\times10^7}{19.2}="" data-equation-content=""\frac{7.5\times10^7}{19.2}="" data-ignore-a11y-check=""""></mattext>",3.9062e+06;19531,numerical_tolerance
0.30 × 5.8 x 10<sup>8</sup> =,1.74e+08;8.7e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1100}{0.0000105}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1100%7D%7B0.0000105%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1100}{0.0000105}="" data-equation-content=""\frac{1100}{0.0000105}="" data-ignore-a11y-check=""""></mattext>",1.0476e+08;5.2381e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.39\times10^7}{5.68\times10^7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.39%5Ctimes10%5E7%7D%7B5.68%5Ctimes10%5E7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.39\times10^7}{5.68\times10^7}="" data-equation-content=""\frac{2.39\times10^7}{5.68\times10^7}="" data-ignore-a11y-check=""""></mattext>",0.42077;0.0021039,numerical_tolerance
0.0000028 × 353000 =,0.9884;0.004942,numerical_tolerance
1410 × 0.00053 =,0.7473;0.0037365,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{5.0\times10^-7}{2.08\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B5.0%5Ctimes10%5E-7%7D%7B2.08%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{5.0\times10^-7}{2.08\times10^-9}="" data-equation-content=""\frac{5.0\times10^-7}{2.08\times10^-9}="" data-ignore-a11y-check=""""></mattext>",240.38;1.2019,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.072}{1.5\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.072%7D%7B1.5%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.072}{1.5\times10^-7}="" data-equation-content=""\frac{0.072}{1.5\times10^-7}="" data-ignore-a11y-check=""""></mattext>",4.8e+05;2400,numerical_tolerance
162000 × 4.85 x 10<sup>8</sup> =,7.857e+13;3.9285e+11,numerical_tolerance
2.2 x 10<sup>8</sup> × 74.9 =,1.6478e+10;8.239e+07,numerical_tolerance
8.3 × 2.92 =,24.236;0.12118,numerical_tolerance
5.41 x 10<sup>8</sup> × 5.0 x 10<sup>7</sup> =,2.705e+16;1.3525e+14,numerical_tolerance
0.00000742 × 150000 =,1.113;0.005565,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.000803}{0.014}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.000803%7D%7B0.014%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.000803}{0.014}="" data-equation-content=""\frac{0.000803}{0.014}="" data-ignore-a11y-check=""""></mattext>",0.057357;0.00028679,numerical_tolerance
9.68 x 10<sup>8</sup> × 48000 =,4.6464e+13;2.3232e+11,numerical_tolerance
535000 × 7.0 x 10<sup>-7</sup> =,0.3745;0.0018725,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{914000}{1.53\times10^6}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B914000%7D%7B1.53%5Ctimes10%5E6%7D%3D?scale=1.5"" alt=""LaTeX: \frac{914000}{1.53\times10^6}="" data-equation-content=""\frac{914000}{1.53\times10^6}="" data-ignore-a11y-check=""""></mattext>",0.59739;0.0029869,numerical_tolerance
0.0727 × 465 =,33.806;0.16903,numerical_tolerance
6.76 x 10<sup>7</sup> × 1.1 x 10<sup>8</sup> =,7.436e+15;3.718e+13,numerical_tolerance
0.00647 × 5260 =,34.032;0.17016,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{37}{0.0202}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B37%7D%7B0.0202%7D%3D?scale=1.5"" alt=""LaTeX: \frac{37}{0.0202}="" data-equation-content=""\frac{37}{0.0202}="" data-ignore-a11y-check=""""></mattext>",1831.7;9.1584,numerical_tolerance
5890 × 1.00 x 10<sup>5</sup> =,5.89e+08;2.945e+06,numerical_tolerance
1.64 x 10<sup>6</sup> × 130000 =,2.132e+11;1.066e+09,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{763000}{1.5\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B763000%7D%7B1.5%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{763000}{1.5\times10^-8}="" data-equation-content=""\frac{763000}{1.5\times10^-8}="" data-ignore-a11y-check=""""></mattext>",5.0867e+13;2.5433e+11,numerical_tolerance
2.50 x 10<sup>4</sup> × 8.3 x 10<sup>8</sup> =,2.075e+13;1.0375e+11,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{7.19\times10^6}{4100}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B7.19%5Ctimes10%5E6%7D%7B4100%7D%3D?scale=1.5"" alt=""LaTeX: \frac{7.19\times10^6}{4100}="" data-equation-content=""\frac{7.19\times10^6}{4100}="" data-ignore-a11y-check=""""></mattext>",1753.7;8.7683,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{5.5\times10^8}{2.8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B5.5%5Ctimes10%5E8%7D%7B2.8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{5.5\times10^8}{2.8}="" data-equation-content=""\frac{5.5\times10^8}{2.8}="" data-ignore-a11y-check=""""></mattext>",1.9643e+08;9.8214e+05,numerical_tolerance
0.00058 × 620 =,0.3596;0.001798,numerical_tolerance
7.82 x 10<sup>6</sup> × 0.00042 =,3284.4;16.422,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{18.4}{2.6\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B18.4%7D%7B2.6%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{18.4}{2.6\times10^-7}="" data-equation-content=""\frac{18.4}{2.6\times10^-7}="" data-ignore-a11y-check=""""></mattext>",7.0769e+07;3.5385e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.7\times10^8}{0.34}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.7%5Ctimes10%5E8%7D%7B0.34%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.7\times10^8}{0.34}="" data-equation-content=""\frac{1.7\times10^8}{0.34}="" data-ignore-a11y-check=""""></mattext>",5e+08;2.5e+06,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.1\times10^-7}{0.00000490}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.1%5Ctimes10%5E-7%7D%7B0.00000490%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.1\times10^-7}{0.00000490}="" data-equation-content=""\frac{3.1\times10^-7}{0.00000490}="" data-ignore-a11y-check=""""></mattext>",0.063265;0.00031633,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.0}{0.0039}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.0%7D%7B0.0039%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.0}{0.0039}="" data-equation-content=""\frac{1.0}{0.0039}="" data-ignore-a11y-check=""""></mattext>",256.41;1.2821,numerical_tolerance
0.000579 × 4.5 x 10<sup>6</sup> =,2605.5;13.027,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{9.33\times10^8}{2.10\times10^7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B9.33%5Ctimes10%5E8%7D%7B2.10%5Ctimes10%5E7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{9.33\times10^8}{2.10\times10^7}="" data-equation-content=""\frac{9.33\times10^8}{2.10\times10^7}="" data-ignore-a11y-check=""""></mattext>",44.429;0.22214,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{5.7\times10^8}{14000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B5.7%5Ctimes10%5E8%7D%7B14000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{5.7\times10^8}{14000}="" data-equation-content=""\frac{5.7\times10^8}{14000}="" data-ignore-a11y-check=""""></mattext>",40714;203.57,numerical_tolerance
33 × 107 =,3531;17.655,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{14400}{3.55\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B14400%7D%7B3.55%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{14400}{3.55\times10^-7}="" data-equation-content=""\frac{14400}{3.55\times10^-7}="" data-ignore-a11y-check=""""></mattext>",4.0563e+10;2.0282e+08,numerical_tolerance
3.90 x 10<sup>5</sup> × 9.03 x 10<sup>8</sup> =,3.5217e+14;1.7608e+12,numerical_tolerance
0.0000262 × 1.4 x 10<sup>8</sup> =,3668;18.34,numerical_tolerance
1630 × 0.00539 =,8.7857;0.043929,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2300}{5.21\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2300%7D%7B5.21%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2300}{5.21\times10^-9}="" data-equation-content=""\frac{2300}{5.21\times10^-9}="" data-ignore-a11y-check=""""></mattext>",4.4146e+11;2.2073e+09,numerical_tolerance
65900 × 93.9 =,6.188e+06;30940,numerical_tolerance
1.32 x 10<sup>7</sup> × 8.11 x 10<sup>6</sup> =,1.0705e+14;5.3526e+11,numerical_tolerance
4.0 x 10<sup>2</sup> × 3.2 x 10<sup>7</sup> =,1.28e+10;6.4e+07,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{540000}{0.210}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B540000%7D%7B0.210%7D%3D?scale=1.5"" alt=""LaTeX: \frac{540000}{0.210}="" data-equation-content=""\frac{540000}{0.210}="" data-ignore-a11y-check=""""></mattext>",2.5714e+06;12857,numerical_tolerance
483 × 0.000840 =,0.40572;0.0020286,numerical_tolerance
2.7 x 10<sup>-9</sup> × 1.13 x 10<sup>8</sup> =,0.3051;0.0015255,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{630000}{0.0000152}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B630000%7D%7B0.0000152%7D%3D?scale=1.5"" alt=""LaTeX: \frac{630000}{0.0000152}="" data-equation-content=""\frac{630000}{0.0000152}="" data-ignore-a11y-check=""""></mattext>",4.1447e+10;2.0724e+08,numerical_tolerance
1.60 x 10<sup>4</sup> × 7.50 =,1.2e+05;600,numerical_tolerance
1.7 x 10<sup>8</sup> × 5.12 x 10<sup>-7</sup> =,87.04;0.4352,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{180000}{1.96\times10^6}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B180000%7D%7B1.96%5Ctimes10%5E6%7D%3D?scale=1.5"" alt=""LaTeX: \frac{180000}{1.96\times10^6}="" data-equation-content=""\frac{180000}{1.96\times10^6}="" data-ignore-a11y-check=""""></mattext>",0.091837;0.00045918,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{880000}{1.60\times10^4}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B880000%7D%7B1.60%5Ctimes10%5E4%7D%3D?scale=1.5"" alt=""LaTeX: \frac{880000}{1.60\times10^4}="" data-equation-content=""\frac{880000}{1.60\times10^4}="" data-ignore-a11y-check=""""></mattext>",55;0.275,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00576}{9.43\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00576%7D%7B9.43%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00576}{9.43\times10^-8}="" data-equation-content=""\frac{0.00576}{9.43\times10^-8}="" data-ignore-a11y-check=""""></mattext>",61082;305.41,numerical_tolerance
0.00000444 × 22600 =,0.10034;0.00050172,numerical_tolerance
7.55 x 10<sup>6</sup> × 9.0 x 10<sup>7</sup> =,6.795e+14;3.3975e+12,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{9.09\times10^7}{2.9\times10^7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B9.09%5Ctimes10%5E7%7D%7B2.9%5Ctimes10%5E7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{9.09\times10^7}{2.9\times10^7}="" data-equation-content=""\frac{9.09\times10^7}{2.9\times10^7}="" data-ignore-a11y-check=""""></mattext>",3.1345;0.015672,numerical_tolerance
2.9 x 10<sup>7</sup> × 0.0314 =,9.106e+05;4553,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1600}{0.075}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1600%7D%7B0.075%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1600}{0.075}="" data-equation-content=""\frac{1600}{0.075}="" data-ignore-a11y-check=""""></mattext>",21333;106.67,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0000074}{0.0000133}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0000074%7D%7B0.0000133%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0000074}{0.0000133}="" data-equation-content=""\frac{0.0000074}{0.0000133}="" data-ignore-a11y-check=""""></mattext>",0.55639;0.002782,numerical_tolerance
0.83 × 0.029 =,0.02407;0.00012035,numerical_tolerance
5.47 x 10<sup>6</sup> × 0.32 =,1.7504e+06;8752,numerical_tolerance
0.0323 × 280 =,9.044;0.04522,numerical_tolerance
3.18 x 10<sup>8</sup> × 4630 =,1.4723e+12;7.3617e+09,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.32}{6.69\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.32%7D%7B6.69%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.32}{6.69\times10^-8}="" data-equation-content=""\frac{0.32}{6.69\times10^-8}="" data-ignore-a11y-check=""""></mattext>",4.7833e+06;23916,numerical_tolerance
2.8 × 55400 =,1.5512e+05;775.6,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{454000}{5.68\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B454000%7D%7B5.68%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{454000}{5.68\times10^-9}="" data-equation-content=""\frac{454000}{5.68\times10^-9}="" data-ignore-a11y-check=""""></mattext>",7.993e+13;3.9965e+11,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{230}{1.5\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B230%7D%7B1.5%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{230}{1.5\times10^-8}="" data-equation-content=""\frac{230}{1.5\times10^-8}="" data-ignore-a11y-check=""""></mattext>",1.5333e+10;7.6667e+07,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{91800}{0.0000051}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B91800%7D%7B0.0000051%7D%3D?scale=1.5"" alt=""LaTeX: \frac{91800}{0.0000051}="" data-equation-content=""\frac{91800}{0.0000051}="" data-ignore-a11y-check=""""></mattext>",1.8e+10;9e+07,numerical_tolerance
