question,correct_answers
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 30.595223253 ± 0.125785379,30.60 ± 0.13;30.60±0.13;3.060e1 ± 1.3e-1;3.060e1±1.3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.006357843,1.862 ± 0.006;1.862±0.006;1.862e0 ± 6e-3;1.862e0±6e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 0.052500697,249.67 ± 0.05;249.67±0.05;2.4967e2 ± 5e-2;2.4967e2±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.000253498,0.0353 ± 0.0003;0.0353±0.0003;3.53e-2 ± 3e-4;3.53e-2±3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 315.261944952 ± 0.031526194,315.26 ± 0.03;315.26±0.03;3.1526e2 ± 3e-2;3.1526e2±3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 0.587827382,249.7 ± 0.6;249.7±0.6;2.497e2 ± 6e-1;2.497e2±6e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 77.778720797 ± 10.917294816,78 ± 11;78±11;7.8e1 ± 1.1e1;7.8e1±1.1e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 398.082735412 ± 297.520589355,400 ± 300;400±300;4e2 ± 3e2;4e2±3e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 4.734120275 ± 0.103634716,4.73 ± 0.10;4.73±0.10;4.73e0 ± 1.0e-1;4.73e0±1.0e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.017538654 ± 0.000009339,0.017539 ± 0.000009;0.017539±0.000009;1.7539e-2 ± 9e-6;1.7539e-2±9e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 156.590774934 ± 12.587049363,157 ± 13;157±13;1.57e2 ± 1.3e1;1.57e2±1.3e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.044586506 ± 0.001415360,0.0446 ± 0.0014;0.0446±0.0014;4.46e-2 ± 1.4e-3;4.46e-2±1.4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 24.229911852 ± 0.530417457,24.2 ± 0.5;24.2±0.5;2.42e1 ± 5e-1;2.42e1±5e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.580127103 ± 0.000213017,0.5801 ± 0.0002;0.5801±0.0002;5.801e-1 ± 2e-4;5.801e-1±2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 124.012191124 ± 3.936660924,124 ± 4;124±4;1.24e2 ± 4e0;1.24e2±4e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.580127103 ± 0.248296363,0.6 ± 0.2;0.6±0.2;6e-1 ± 2e-1;6e-1±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.017538654 ± 0.004298798,0.018 ± 0.004;0.018±0.004;1.8e-2 ± 4e-3;1.8e-2±4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.000253498,0.0353 ± 0.0003;0.0353±0.0003;3.53e-2 ± 3e-4;3.53e-2±3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 3.594472075,198 ± 4;198±4;1.98e2 ± 4e0;1.98e2±4e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 61.596920974 ± 0.100009534,61.60 ± 0.10;61.60±0.10;6.160e1 ± 1.0e-1;6.160e1±1.0e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.021065395,0.18 ± 0.02;0.18±0.02;1.8e-1 ± 2e-2;1.8e-1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 30.595223253 ± 0.806526104,30.6 ± 0.8;30.6±0.8;3.06e1 ± 8e-1;3.06e1±8e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.071089756 ± 0.001556227,0.071 ± 0.002;0.071±0.002;7.1e-2 ± 2e-3;7.1e-2±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.580127103 ± 0.118079648,0.58 ± 0.12;0.58±0.12;5.8e-1 ± 1.2e-1;5.8e-1±1.2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 7.548190846 ± 0.003337594,7.548 ± 0.003;7.548±0.003;7.548e0 ± 3e-3;7.548e0±3e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 12.035010042 ± 0.003047478,12.035 ± 0.003;12.035±0.003;1.2035e1 ± 3e-3;1.2035e1±3e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 11.909537542,19 ± 12;19±12;1.9e1 ± 1.2e1;1.9e1±1.2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 4.703279240,19 ± 5;19±5;1.9e1 ± 5e0;1.9e1±5e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.580127103 ± 0.118079648,0.58 ± 0.12;0.58±0.12;5.8e-1 ± 1.2e-1;5.8e-1±1.2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 24.229911852 ± 0.039339989,24.23 ± 0.04;24.23±0.04;2.423e1 ± 4e-2;2.423e1±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000737165,0.0280 ± 0.0007;0.0280±0.0007;2.80e-2 ± 7e-4;2.80e-2±7e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 77.778720797 ± 0.016355209,77.78 ± 0.02;77.78±0.02;7.778e1 ± 2e-2;7.778e1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.872915521,1.2 ± 0.9;1.2±0.9;1.2e0 ± 9e-1;1.2e0±9e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.351440047 ± 0.006666729,2.351 ± 0.007;2.351±0.007;2.351e0 ± 7e-3;2.351e0±7e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.143123979 ± 0.000076208,0.14312 ± 0.00008;0.14312±0.00008;1.4312e-1 ± 8e-5;1.4312e-1±8e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.732529212 ± 0.000127915,0.73253 ± 0.00013;0.73253±0.00013;7.3253e-1 ± 1.3e-4;7.3253e-1±1.3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 1.236075844,249.7 ± 1.2;249.7±1.2;2.497e2 ± 1.2e0;2.497e2±1.2e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 502.660935677 ± 0.562807508,502.7 ± 0.6;502.7±0.6;5.027e2 ± 6e-1;5.027e2±6e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 3.117641809,98 ± 3;98±3;9.8e1 ± 3e0;9.8e1±3e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.228200182 ± 0.000446167,0.2282 ± 0.0004;0.2282±0.0004;2.282e-1 ± 4e-4;2.282e-1±4e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.143123979 ± 0.001237326,0.1431 ± 0.0012;0.1431±0.0012;1.431e-1 ± 1.2e-3;1.431e-1±1.2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 15.196663584 ± 6.504223436,15 ± 7;15±7;1.5e1 ± 7e0;1.5e1±7e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.143123979 ± 0.088829508,0.14 ± 0.09;0.14±0.09;1.4e-1 ± 9e-2;1.4e-1±9e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000079283,0.02796 ± 0.00008;0.02796±0.00008;2.796e-2 ± 8e-5;2.796e-2±8e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 315.261944952 ± 0.167865323,315.3 ± 0.2;315.3±0.2;3.153e2 ± 2e-1;3.153e2±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 33.421122686,2.0e2 ± 30;2.0e2±30;2.0e2 ± 3e1;2.0e2±3e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 5.977795859 ± 0.157581736,6.0 ± 0.2;6.0±0.2;6.0e0 ± 2e-1;6.0e0±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 187.338257685,600 ± 200;600±200;6e2 ± 2e2;6e2±2e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 398.082735412 ± 297.520589355,400 ± 300;400±300;4e2 ± 3e2;4e2±3e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 801.454220217 ± 0.202942429,801.5 ± 0.2;801.5±0.2;8.015e2 ± 2e-1;8.015e2±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 38.632731790 ± 2.141487420,39 ± 2;39±2;3.9e1 ± 2e0;3.9e1±2e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 502.660935677 ± 27.863472774,5.0e2 ± 30;5.0e2±30;5.0e2 ± 3e1;5.0e2±3e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.238667599,3.0 ± 0.2;3.0±0.2;3.0e0 ± 2e-1;3.0e0±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 0.024868908,98.21 ± 0.02;98.21±0.02;9.821e1 ± 2e-2;9.821e1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 15.196663584 ± 0.062477664,15.20 ± 0.06;15.20±0.06;1.520e1 ± 6e-2;1.520e1±6e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.924968069 ± 0.002177744,0.925 ± 0.002;0.925±0.002;9.25e-1 ± 2e-3;9.25e-1±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 0.009821156,98.212 ± 0.010;98.212±0.010;9.8212e1 ± 9.8e-3;9.8212e1±9.8e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 9.544039175,250. ± 10.;250.±10.;2.50e2 ± 9.5e0;2.50e2±9.5e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.021316148,2.97 ± 0.02;2.97±0.02;2.97e0 ± 2e-2;2.97e0±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 801.454220217 ± 0.618822098,801.5 ± 0.6;801.5±0.6;8.015e2 ± 6e-1;8.015e2±6e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.022146141 ± 0.000035957,0.02215 ± 0.00004;0.02215±0.00004;2.215e-2 ± 4e-5;2.215e-2±4e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.056299590 ± 0.050669631,0.06 ± 0.05;0.06±0.05;6e-2 ± 5e-2;6e-2±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.056299590 ± 0.003120796,0.056 ± 0.003;0.056±0.003;5.6e-2 ± 3e-3;5.6e-2±3e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 147.778634218,2.0e2 ± 150;2.0e2±150;2.0e2 ± 1.5e2;2.0e2±1.5e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 0.076131208,249.67 ± 0.08;249.67±0.08;2.4967e2 ± 8e-2;2.4967e2±8e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.017538654 ± 0.001409789,0.0175 ± 0.0014;0.0175±0.0014;1.75e-2 ± 1.4e-3;1.75e-2±1.4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 13.894499347,635 ± 14;635±14;6.35e2 ± 1.4e1;6.35e2±1.4e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 61.596920974 ± 0.068967384,61.60 ± 0.07;61.60±0.07;6.160e1 ± 7e-2;6.160e1±7e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.363847647 ± 0.327462883,0.4 ± 0.3;0.4±0.3;4e-1 ± 3e-1;4e-1±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 1.530318160,3 ± 2;3±2;3e0 ± 2e0;3e0±2e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 0.017841689,19.19 ± 0.02;19.19±0.02;1.919e1 ± 2e-2;1.919e1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 23.047476521,2.0e2 ± 20;2.0e2±20;2.0e2 ± 2e1;2.0e2±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.012063494,0.181 ± 0.012;0.181±0.012;1.81e-1 ± 1.2e-2;1.81e-1±1.2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 3.749190389 ± 0.172583303,3.7 ± 0.2;3.7±0.2;3.7e0 ± 2e-1;3.7e0±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.089765368 ± 0.000175505,0.0898 ± 0.0002;0.0898±0.0002;8.98e-2 ± 2e-4;8.98e-2±2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.044586506 ± 0.002471517,0.045 ± 0.002;0.045±0.002;4.5e-2 ± 2e-3;4.5e-2±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.113347151 ± 0.002060524,0.113 ± 0.002;0.113±0.002;1.13e-1 ± 2e-3;1.13e-1±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 7.548190846 ± 0.239610862,7.5 ± 0.2;7.5±0.2;7.5e0 ± 2e-1;7.5e0±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 0.024868908,98.21 ± 0.02;98.21±0.02;9.821e1 ± 2e-2;9.821e1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.351440047 ± 0.061986728,2.35 ± 0.06;2.35±0.06;2.35e0 ± 6e-2;2.35e0±6e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.022146141 ± 0.011414164,0.022 ± 0.011;0.022±0.011;2.2e-2 ± 1.1e-2;2.2e-2±1.1e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.580127103 ± 0.000101302,0.58013 ± 0.00010;0.58013±0.00010;5.8013e-1 ± 1.0e-4;5.8013e-1±1.0e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 15.196663584 ± 0.011733710,15.197 ± 0.012;15.197±0.012;1.5197e1 ± 1.2e-2;1.5197e1±1.2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.351440047 ± 0.000494458,2.3514 ± 0.0005;2.3514±0.0005;2.3514e0 ± 5e-4;2.3514e0±5e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.499891481,1.2 ± 0.5;1.2±0.5;1.2e0 ± 5e-1;1.2e0±5e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.044823320,2.97 ± 0.04;2.97±0.04;2.97e0 ± 4e-2;2.97e0±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000002796,0.027964 ± 0.000003;0.027964±0.000003;2.7964e-2 ± 3e-6;2.7964e-2±3e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.011000000 ± 0.003246701,0.011 ± 0.003;0.011±0.003;1.1e-2 ± 3e-3;1.1e-2±3e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.085722218,1.86 ± 0.09;1.86±0.09;1.86e0 ± 9e-2;1.86e0±9e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 398.082735412 ± 141.488687765,4.0e2 ± 140;4.0e2±140;4.0e2 ± 1.4e2;4.0e2±1.4e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.238667599,3.0 ± 0.2;3.0±0.2;3.0e0 ± 2e-1;3.0e0±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.022146141 ± 0.000014200,0.022146 ± 0.000014;0.022146±0.000014;2.2146e-2 ± 1.4e-5;2.2146e-2±1.4e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.044586506 ± 0.013159912,0.045 ± 0.013;0.045±0.013;4.5e-2 ± 1.3e-2;4.5e-2±1.3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.732529212 ± 0.000127915,0.73253 ± 0.00013;0.73253±0.00013;7.3253e-1 ± 1.3e-4;7.3253e-1±1.3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 4.734120275 ± 0.004401748,4.734 ± 0.004;4.734±0.004;4.734e0 ± 4e-3;4.734e0±4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.044586506 ± 0.000183307,0.0446 ± 0.0002;0.0446±0.0002;4.46e-2 ± 2e-4;4.46e-2±2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 12.035010042 ± 0.001745196,12.035 ± 0.002;12.035±0.002;1.2035e1 ± 2e-3;1.2035e1±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.022146141 ± 0.000003867,0.022146 ± 0.000004;0.022146±0.000004;2.2146e-2 ± 4e-6;2.2146e-2±4e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.732529212 ± 0.002500936,0.733 ± 0.003;0.733±0.003;7.33e-1 ± 3e-3;7.33e-1±3e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.017631808,1.17 ± 0.02;1.17±0.02;1.17e0 ± 2e-2;1.17e0±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 393.932474147,600 ± 400;600±400;6e2 ± 4e2;6e2±4e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.228200182 ± 0.000121508,0.22820 ± 0.00012;0.22820±0.00012;2.2820e-1 ± 1.2e-4;2.2820e-1±1.2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.732529212 ± 0.313524981,0.7 ± 0.3;0.7±0.3;7e-1 ± 3e-1;7e-1±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.000353342,0.1807 ± 0.0004;0.1807±0.0004;1.807e-1 ± 4e-4;1.807e-1±4e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.089765368 ± 0.001125326,0.0898 ± 0.0011;0.0898±0.0011;8.98e-2 ± 1.1e-3;8.98e-2±1.1e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.002265602,0.181 ± 0.002;0.181±0.002;1.81e-1 ± 2e-3;1.81e-1±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000241753,0.0280 ± 0.0002;0.0280±0.0002;2.80e-2 ± 2e-4;2.80e-2±2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.001580976,2.969 ± 0.002;2.969±0.002;2.969e0 ± 2e-3;2.969e0±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 5.977795859 ± 0.003832916,5.978 ± 0.004;5.978±0.004;5.978e0 ± 4e-3;5.978e0±4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 801.454220217 ± 10.047273279,801 ± 10.;801±10.;8.01e2 ± 1.0e1;8.01e2±1.0e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.044296041,0.18 ± 0.04;0.18±0.04;1.8e-1 ± 4e-2;1.8e-1±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 77.778720797 ± 48.273151456,80 ± 50;80±50;8e1 ± 5e1;8e1±5e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.124305703,1.86 ± 0.12;1.86±0.12;1.86e0 ± 1.2e-1;1.86e0±1.2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 4.734120275 ± 1.682626263,5 ± 2;5±2;5e0 ± 2e0;5e0±2e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 801.454220217 ± 53.498013429,8.0e2 ± 50;8.0e2±50;8.0e2 ± 5e1;8.0e2±5e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 502.660935677 ± 0.072890812,502.66 ± 0.07;502.66±0.07;5.0266e2 ± 7e-2;5.0266e2±7e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.071089756 ± 0.000079596,0.07109 ± 0.00008;0.07109±0.00008;7.109e-2 ± 8e-5;7.109e-2±8e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000026001,0.02796 ± 0.00003;0.02796±0.00003;2.796e-2 ± 3e-5;2.796e-2±3e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.017538654 ± 0.000003688,0.017539 ± 0.000004;0.017539±0.000004;1.7539e-2 ± 4e-6;1.7539e-2±4e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.071089756 ± 0.000066099,0.07109 ± 0.00007;0.07109±0.00007;7.109e-2 ± 7e-5;7.109e-2±7e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.011000000 ± 0.000065579,0.01100 ± 0.00007;0.01100±0.00007;1.100e-2 ± 7e-5;1.100e-2±7e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 0.002310728,19.189 ± 0.002;19.189±0.002;1.9189e1 ± 2e-3;1.9189e1±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 398.082735412 ± 18.324605123,4.0e2 ± 20;4.0e2±20;4.0e2 ± 2e1;4.0e2±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 30.595223253 ± 3.566227479,31 ± 4;31±4;3.1e1 ± 4e0;3.1e1±4e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.732529212 ± 0.019310332,0.73 ± 0.02;0.73±0.02;7.3e-1 ± 2e-2;7.3e-1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 1.488483230,249.7 ± 1.5;249.7±1.5;2.497e2 ± 1.5e0;2.497e2±1.5e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 4.734120275 ± 0.458243039,4.7 ± 0.5;4.7±0.5;4.7e0 ± 5e-1;4.7e0±5e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 7.548190846 ± 0.606737216,7.5 ± 0.6;7.5±0.6;7.5e0 ± 6e-1;7.5e0±6e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.288149439 ± 0.000050317,0.28815 ± 0.00005;0.28815±0.00005;2.8815e-1 ± 5e-5;2.8815e-1±5e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 40.245734829,2.0e2 ± 40;2.0e2±40;2.0e2 ± 4e1;2.0e2±4e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 5.977795859 ± 0.157581736,6.0 ± 0.2;6.0±0.2;6.0e0 ± 2e-1;6.0e0±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 0.025872215,19.19 ± 0.03;19.19±0.03;1.919e1 ± 3e-2;1.919e1±3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.005805197,2.969 ± 0.006;2.969±0.006;2.969e0 ± 6e-3;2.969e0±6e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.000533052,0.0353 ± 0.0005;0.0353±0.0005;3.53e-2 ± 5e-4;3.53e-2±5e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 156.590774934 ± 2.363929361,157 ± 2;157±2;1.57e2 ± 2e0;1.57e2±2e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.459432130 ± 0.285145301,0.5 ± 0.3;0.5±0.3;5e-1 ± 3e-1;5e-1±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.000100111,0.03531 ± 0.00010;0.03531±0.00010;3.531e-2 ± 1.0e-4;3.531e-2±1.0e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.002357005,0.035 ± 0.002;0.035±0.002;3.5e-2 ± 2e-3;3.5e-2±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 0.091316343,98.21 ± 0.09;98.21±0.09;9.821e1 ± 9e-2;9.821e1±9e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 3.749190389 ± 0.004197805,3.749 ± 0.004;3.749±0.004;3.749e0 ± 4e-3;3.749e0±4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.164587107,3.0 ± 0.2;3.0±0.2;3.0e0 ± 2e-1;3.0e0±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 7.548190846 ± 2.682818226,8 ± 3;8±3;8e0 ± 3e0;8e0±3e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 61.195639916,250 ± 60;250±60;2.5e2 ± 6e1;2.5e2±6e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.580127103 ± 0.000256516,0.5801 ± 0.0003;0.5801±0.0003;5.801e-1 ± 3e-4;5.801e-1±3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.033853164,1.86 ± 0.03;1.86±0.03;1.86e0 ± 3e-2;1.86e0±3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 124.012191124 ± 2.254402873,124 ± 2;124±2;1.24e2 ± 2e0;1.24e2±2e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 156.590774934 ± 0.306159261,156.6 ± 0.3;156.6±0.3;1.566e2 ± 3e-1;1.566e2±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.022146141 ± 0.000029859,0.02215 ± 0.00003;0.02215±0.00003;2.215e-2 ± 3e-5;2.215e-2±3e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 77.778720797 ± 6.251994081,78 ± 6;78±6;7.8e1 ± 6e0;7.8e1±6e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.351440047 ± 0.016881340,2.35 ± 0.02;2.35±0.02;2.35e0 ± 2e-2;2.35e0±2e-2
