question,correct_answers,question_type
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.37 M solution using a 1.000 L volumetric flask.",86.7;8.67e1;8.67E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.71 M solution using a 1.000 L volumetric flask.",92.9;9.29e1;9.29E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.02 M solution using a 1.000 L volumetric flask.",87.6;8.76e1;8.76E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.503 M solution using a 1.000 L volumetric flask.",28.9;2.89e1;2.89E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.568 M solution using a 1.000 L volumetric flask.",49.0;4.90e1;4.90E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.465 M solution using a 1.000 L volumetric flask.",39.9;3.99e1;3.99E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.663 M solution using a 1.000 L volumetric flask.",36.0;3.60e1;3.60E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.552 M solution using a 1.000 L volumetric flask.",47.6;4.76e1;4.76E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.940 M solution using a 1.000 L volumetric flask.",59.5;5.95e1;5.95E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.01 M solution using a 1.000 L volumetric flask.",54.9;5.49e1;5.49E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.426 M solution using a 1.000 L volumetric flask.",24.5;2.45e1;2.45E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.925 M solution using a 1.000 L volumetric flask.",79.7;7.97e1;7.97E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.0222 M solution using a 1.000 L volumetric flask.",1.91;1.91e0;1.91E0,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.09 M solution using a 1.000 L volumetric flask.",93.6;9.36e1;9.36E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.445 M solution using a 1.000 L volumetric flask.",38.4;3.84e1;3.84E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.970 M solution using a 1.000 L volumetric flask.",83.3;8.33e1;8.33E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.15 M solution using a 1.000 L volumetric flask.",98.7;9.87e1;9.87E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.859 M solution using a 1.000 L volumetric flask.",49.4;4.94e1;4.94E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.987 M solution using a 1.000 L volumetric flask.",56.7;5.67e1;5.67E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.595 M solution using a 1.000 L volumetric flask.",32.3;3.23e1;3.23E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.313 M solution using a 1.000 L volumetric flask.",19.8;1.98e1;1.98E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.880 M solution using a 1.000 L volumetric flask.",47.8;4.78e1;4.78E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.710 M solution using a 1.000 L volumetric flask.",44.9;4.49e1;4.49E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.761 M solution using a 1.000 L volumetric flask.",65.6;6.56e1;6.56E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.818 M solution using a 1.000 L volumetric flask.",70.2;7.02e1;7.02E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.590 M solution using a 1.000 L volumetric flask.",50.9;5.09e1;5.09E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.09 M solution using a 1.000 L volumetric flask.",69.0;6.90e1;6.90E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.0491 M solution using a 1.000 L volumetric flask.",4.23;4.23e0;4.23E0,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.49 M solution using a 1.000 L volumetric flask.",85.6;8.56e1;8.56E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.476 M solution using a 1.000 L volumetric flask.",41.0;4.10e1;4.10E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.44 M solution using a 1.000 L volumetric flask.",82.8;8.28e1;8.28E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.988 M solution using a 1.000 L volumetric flask.",84.8;8.48e1;8.48E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.374 M solution using a 1.000 L volumetric flask.",21.5;2.15e1;2.15E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.183 M solution using a 1.000 L volumetric flask.",15.7;1.57e1;1.57E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.800 M solution using a 1.000 L volumetric flask.",50.6;5.06e1;5.06E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.455 M solution using a 1.000 L volumetric flask.",28.8;2.88e1;2.88E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.179 M solution using a 1.000 L volumetric flask.",15.4;1.54e1;1.54E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.960 M solution using a 1.000 L volumetric flask.",82.8;8.28e1;8.28E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.152 M solution using a 1.000 L volumetric flask.",9.62;9.62e0;9.62E0,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.928 M solution using a 1.000 L volumetric flask.",50.4;5.04e1;5.04E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.07 M solution using a 1.000 L volumetric flask.",67.7;6.77e1;6.77E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.644 M solution using a 1.000 L volumetric flask.",35.0;3.50e1;3.50E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.533 M solution using a 1.000 L volumetric flask.",29.0;2.90e1;2.90E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.252 M solution using a 1.000 L volumetric flask.",21.6;2.16e1;2.16E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.202 M solution using a 1.000 L volumetric flask.",11.0;1.10e1;1.10E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.104 M solution using a 1.000 L volumetric flask.",6.58;6.58e0;6.58E0,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.05 M solution using a 1.000 L volumetric flask.",60.3;6.03e1;6.03E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.964 M solution using a 1.000 L volumetric flask.",82.7;8.27e1;8.27E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.16 M solution using a 1.000 L volumetric flask.",99.6;9.96e1;9.96E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.265 M solution using a 1.000 L volumetric flask.",14.4;1.44e1;1.44E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.63 M solution using a 1.000 L volumetric flask.",93.7;9.37e1;9.37E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.505 M solution using a 1.000 L volumetric flask.",43.5;4.35e1;4.35E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.342 M solution using a 1.000 L volumetric flask.",19.7;1.97e1;1.97E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.626 M solution using a 1.000 L volumetric flask.",54.0;5.40e1;5.40E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.612 M solution using a 1.000 L volumetric flask.",52.8;5.28e1;5.28E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.301 M solution using a 1.000 L volumetric flask.",25.9;2.59e1;2.59E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.54 M solution using a 1.000 L volumetric flask.",83.7;8.37e1;8.37E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.106 M solution using a 1.000 L volumetric flask.",9.10;9.10e0;9.10E0,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.295 M solution using a 1.000 L volumetric flask.",16.0;1.60e1;1.60E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.391 M solution using a 1.000 L volumetric flask.",33.7;3.37e1;3.37E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.257 M solution using a 1.000 L volumetric flask.",16.3;1.63e1;1.63E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.486 M solution using a 1.000 L volumetric flask.",41.9;4.19e1;4.19E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.770 M solution using a 1.000 L volumetric flask.",66.1;6.61e1;6.61E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.54 M solution using a 1.000 L volumetric flask.",83.7;8.37e1;8.37E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.28 M solution using a 1.000 L volumetric flask.",73.6;7.36e1;7.36E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.776 M solution using a 1.000 L volumetric flask.",66.6;6.66e1;6.66E1,short_answer
