question,correct_answers,question_type
"To find the Ag content of a solid, 2.3240 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.6644 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Ag^+"" src=""https://weber.instructure.com/equation_images/Ag%5E%2B?scale=1.5"" alt=""LaTeX: Ag^+"" data-equation-content=""Ag^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext> = 187.772 g mol-1<br>Formula mass Ag = 107.8682 g mol-1",0.41142;4.1142e-1;4.1142E-1;.41142,short_answer
"To find the Pb content of a solid, 2.8540 g of sample were dissolved and treated with excess chloride to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbCl_2"" src=""https://weber.instructure.com/equation_images/PbCl_2?scale=1.5"" alt=""LaTeX: PbCl_2"" data-equation-content=""PbCl_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.1950 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbCl_2"" src=""https://weber.instructure.com/equation_images/PbCl_2?scale=1.5"" alt=""LaTeX: PbCl_2"" data-equation-content=""PbCl_2"" data-ignore-a11y-check=""""></mattext> = 278.1 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.5730;5.730e-1;5.730E-1;.5730,short_answer
"To find the Pb content of a solid, 1.8400 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbI_2"" src=""https://weber.instructure.com/equation_images/PbI_2?scale=1.5"" alt=""LaTeX: PbI_2"" data-equation-content=""PbI_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.0419 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbI_2"" src=""https://weber.instructure.com/equation_images/PbI_2?scale=1.5"" alt=""LaTeX: PbI_2"" data-equation-content=""PbI_2"" data-ignore-a11y-check=""""></mattext> = 461.0 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.4988;4.988e-1;4.988E-1;.4988,short_answer
"To find the Cu content of a solid, 7.8670 g of sample were dissolved and treated with excess chloride to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""CuCl"" src=""https://weber.instructure.com/equation_images/CuCl?scale=1.5"" alt=""LaTeX: CuCl"" data-equation-content=""CuCl"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.2916 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Cu^+"" src=""https://weber.instructure.com/equation_images/Cu%5E%2B?scale=1.5"" alt=""LaTeX: Cu^+"" data-equation-content=""Cu^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""CuCl"" src=""https://weber.instructure.com/equation_images/CuCl?scale=1.5"" alt=""LaTeX: CuCl"" data-equation-content=""CuCl"" data-ignore-a11y-check=""""></mattext> = 99.00 g mol-1<br>Formula mass Cu = 63.546 g mol-1",0.1054;1.054e-1;1.054E-1;.1054,short_answer
"To find the Ag content of a solid, 1.7501 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""AgI"" src=""https://weber.instructure.com/equation_images/AgI?scale=1.5"" alt=""LaTeX: AgI"" data-equation-content=""AgI"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.0353 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Ag^+"" src=""https://weber.instructure.com/equation_images/Ag%5E%2B?scale=1.5"" alt=""LaTeX: Ag^+"" data-equation-content=""Ag^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""AgI"" src=""https://weber.instructure.com/equation_images/AgI?scale=1.5"" alt=""LaTeX: AgI"" data-equation-content=""AgI"" data-ignore-a11y-check=""""></mattext> = 234.7727 g mol-1<br>Formula mass Ag = 107.8682 g mol-1",0.27179;2.7179e-1;2.7179E-1;.27179,short_answer
"To find the Pb content of a solid, 2.2400 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.3623 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext> = 367.0 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.3434;3.434e-1;3.434E-1;.3434,short_answer
"To find the Pb content of a solid, 2.0880 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.1482 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext> = 367.0 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.5808;5.808e-1;5.808E-1;.5808,short_answer
"To find the Pb content of a solid, 1.6130 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbI_2"" src=""https://weber.instructure.com/equation_images/PbI_2?scale=1.5"" alt=""LaTeX: PbI_2"" data-equation-content=""PbI_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 0.9752 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbI_2"" src=""https://weber.instructure.com/equation_images/PbI_2?scale=1.5"" alt=""LaTeX: PbI_2"" data-equation-content=""PbI_2"" data-ignore-a11y-check=""""></mattext> = 461.0 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.2717;2.717e-1;2.717E-1;.2717,short_answer
"To find the Ag content of a solid, 1.2540 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""AgI"" src=""https://weber.instructure.com/equation_images/AgI?scale=1.5"" alt=""LaTeX: AgI"" data-equation-content=""AgI"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 0.7781 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Ag^+"" src=""https://weber.instructure.com/equation_images/Ag%5E%2B?scale=1.5"" alt=""LaTeX: Ag^+"" data-equation-content=""Ag^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""AgI"" src=""https://weber.instructure.com/equation_images/AgI?scale=1.5"" alt=""LaTeX: AgI"" data-equation-content=""AgI"" data-ignore-a11y-check=""""></mattext> = 234.7727 g mol-1<br>Formula mass Ag = 107.8682 g mol-1",0.2851;2.851e-1;2.851E-1;.2851,short_answer
"To find the Pb content of a solid, 18.0700 g of sample were dissolved and treated with excess chloride to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbCl_2"" src=""https://weber.instructure.com/equation_images/PbCl_2?scale=1.5"" alt=""LaTeX: PbCl_2"" data-equation-content=""PbCl_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.7286 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbCl_2"" src=""https://weber.instructure.com/equation_images/PbCl_2?scale=1.5"" alt=""LaTeX: PbCl_2"" data-equation-content=""PbCl_2"" data-ignore-a11y-check=""""></mattext> = 278.1 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.1125;1.125e-1;1.125E-1;.1125,short_answer
"To find the Tl content of a solid, 9.0155 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""TlBr"" src=""https://weber.instructure.com/equation_images/TlBr?scale=1.5"" alt=""LaTeX: TlBr"" data-equation-content=""TlBr"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.3917 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Tl^+"" src=""https://weber.instructure.com/equation_images/Tl%5E%2B?scale=1.5"" alt=""LaTeX: Tl^+"" data-equation-content=""Tl^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""TlBr"" src=""https://weber.instructure.com/equation_images/TlBr?scale=1.5"" alt=""LaTeX: TlBr"" data-equation-content=""TlBr"" data-ignore-a11y-check=""""></mattext> = 284.28 g mol-1<br>Formula mass Tl = 204.38 g mol-1",0.11098;1.1098e-1;1.1098E-1;.11098,short_answer
"To find the Ag content of a solid, 1.1006 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.2180 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Ag^+"" src=""https://weber.instructure.com/equation_images/Ag%5E%2B?scale=1.5"" alt=""LaTeX: Ag^+"" data-equation-content=""Ag^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext> = 187.772 g mol-1<br>Formula mass Ag = 107.8682 g mol-1",0.63573;6.3573e-1;6.3573E-1;.63573,short_answer
"To find the Pb content of a solid, 1.9680 g of sample were dissolved and treated with excess chloride to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbCl_2"" src=""https://weber.instructure.com/equation_images/PbCl_2?scale=1.5"" alt=""LaTeX: PbCl_2"" data-equation-content=""PbCl_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.6270 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbCl_2"" src=""https://weber.instructure.com/equation_images/PbCl_2?scale=1.5"" alt=""LaTeX: PbCl_2"" data-equation-content=""PbCl_2"" data-ignore-a11y-check=""""></mattext> = 278.1 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.6160;6.160e-1;6.160E-1;.6160,short_answer
"To find the Pb content of a solid, 1.1540 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 0.7418 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext> = 367.0 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.3629;3.629e-1;3.629E-1;.3629,short_answer
"To find the Pb content of a solid, 6.5290 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.3925 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext> = 367.0 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.1204;1.204e-1;1.204E-1;.1204,short_answer
"To find the Ag content of a solid, 3.3854 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.0468 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Ag^+"" src=""https://weber.instructure.com/equation_images/Ag%5E%2B?scale=1.5"" alt=""LaTeX: Ag^+"" data-equation-content=""Ag^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext> = 187.772 g mol-1<br>Formula mass Ag = 107.8682 g mol-1",0.17763;1.7763e-1;1.7763E-1;.17763,short_answer
"To find the Ag content of a solid, 2.4936 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.6721 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Ag^+"" src=""https://weber.instructure.com/equation_images/Ag%5E%2B?scale=1.5"" alt=""LaTeX: Ag^+"" data-equation-content=""Ag^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""AgBr"" src=""https://weber.instructure.com/equation_images/AgBr?scale=1.5"" alt=""LaTeX: AgBr"" data-equation-content=""AgBr"" data-ignore-a11y-check=""""></mattext> = 187.772 g mol-1<br>Formula mass Ag = 107.8682 g mol-1",0.61559;6.1559e-1;6.1559E-1;.61559,short_answer
"To find the Cu content of a solid, 5.2090 g of sample were dissolved and treated with excess chloride to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""CuCl"" src=""https://weber.instructure.com/equation_images/CuCl?scale=1.5"" alt=""LaTeX: CuCl"" data-equation-content=""CuCl"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.9160 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Cu^+"" src=""https://weber.instructure.com/equation_images/Cu%5E%2B?scale=1.5"" alt=""LaTeX: Cu^+"" data-equation-content=""Cu^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""CuCl"" src=""https://weber.instructure.com/equation_images/CuCl?scale=1.5"" alt=""LaTeX: CuCl"" data-equation-content=""CuCl"" data-ignore-a11y-check=""""></mattext> = 99.00 g mol-1<br>Formula mass Cu = 63.546 g mol-1",0.3593;3.593e-1;3.593E-1;.3593,short_answer
"To find the Tl content of a solid, 8.4259 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""TlI"" src=""https://weber.instructure.com/equation_images/TlI?scale=1.5"" alt=""LaTeX: TlI"" data-equation-content=""TlI"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.6816 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Tl^+"" src=""https://weber.instructure.com/equation_images/Tl%5E%2B?scale=1.5"" alt=""LaTeX: Tl^+"" data-equation-content=""Tl^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""TlI"" src=""https://weber.instructure.com/equation_images/TlI?scale=1.5"" alt=""LaTeX: TlI"" data-equation-content=""TlI"" data-ignore-a11y-check=""""></mattext> = 331.28 g mol-1<br>Formula mass Tl = 204.38 g mol-1",0.19634;1.9634e-1;1.9634E-1;.19634,short_answer
"To find the Pb content of a solid, 2.7330 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.5232 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext> = 367.0 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.5212;5.212e-1;5.212E-1;.5212,short_answer
"To find the Cu content of a solid, 5.5080 g of sample were dissolved and treated with excess chloride to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""CuCl"" src=""https://weber.instructure.com/equation_images/CuCl?scale=1.5"" alt=""LaTeX: CuCl"" data-equation-content=""CuCl"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.7514 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Cu^+"" src=""https://weber.instructure.com/equation_images/Cu%5E%2B?scale=1.5"" alt=""LaTeX: Cu^+"" data-equation-content=""Cu^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""CuCl"" src=""https://weber.instructure.com/equation_images/CuCl?scale=1.5"" alt=""LaTeX: CuCl"" data-equation-content=""CuCl"" data-ignore-a11y-check=""""></mattext> = 99.00 g mol-1<br>Formula mass Cu = 63.546 g mol-1",0.2041;2.041e-1;2.041E-1;.2041,short_answer
"To find the Ag content of a solid, 2.0647 g of sample were dissolved and treated with excess chloride to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""AgCl"" src=""https://weber.instructure.com/equation_images/AgCl?scale=1.5"" alt=""LaTeX: AgCl"" data-equation-content=""AgCl"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 1.8953 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Ag^+"" src=""https://weber.instructure.com/equation_images/Ag%5E%2B?scale=1.5"" alt=""LaTeX: Ag^+"" data-equation-content=""Ag^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""AgCl"" src=""https://weber.instructure.com/equation_images/AgCl?scale=1.5"" alt=""LaTeX: AgCl"" data-equation-content=""AgCl"" data-ignore-a11y-check=""""></mattext> = 143.32 g mol-1<br>Formula mass Ag = 107.8682 g mol-1",0.69090;6.9090e-1;6.9090E-1;.69090,short_answer
"To find the Tl content of a solid, 4.3994 g of sample were dissolved and treated with excess chloride to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""TlCl"" src=""https://weber.instructure.com/equation_images/TlCl?scale=1.5"" alt=""LaTeX: TlCl"" data-equation-content=""TlCl"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.7045 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Tl^+"" src=""https://weber.instructure.com/equation_images/Tl%5E%2B?scale=1.5"" alt=""LaTeX: Tl^+"" data-equation-content=""Tl^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""TlCl"" src=""https://weber.instructure.com/equation_images/TlCl?scale=1.5"" alt=""LaTeX: TlCl"" data-equation-content=""TlCl"" data-ignore-a11y-check=""""></mattext> = 239.83 g mol-1<br>Formula mass Tl = 204.38 g mol-1",0.52387;5.2387e-1;5.2387E-1;.52387,short_answer
"To find the Tl content of a solid, 5.7203 g of sample were dissolved and treated with excess chloride to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""TlCl"" src=""https://weber.instructure.com/equation_images/TlCl?scale=1.5"" alt=""LaTeX: TlCl"" data-equation-content=""TlCl"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.3719 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Tl^+"" src=""https://weber.instructure.com/equation_images/Tl%5E%2B?scale=1.5"" alt=""LaTeX: Tl^+"" data-equation-content=""Tl^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""TlCl"" src=""https://weber.instructure.com/equation_images/TlCl?scale=1.5"" alt=""LaTeX: TlCl"" data-equation-content=""TlCl"" data-ignore-a11y-check=""""></mattext> = 239.83 g mol-1<br>Formula mass Tl = 204.38 g mol-1",0.35336;3.5336e-1;3.5336E-1;.35336,short_answer
"To find the Pb content of a solid, 5.4270 g of sample were dissolved and treated with excess bromide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.3736 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Pb^{2+}"" src=""https://weber.instructure.com/equation_images/Pb%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: Pb^{2+}"" data-equation-content=""Pb^{2+}"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""PbBr_2"" src=""https://weber.instructure.com/equation_images/PbBr_2?scale=1.5"" alt=""LaTeX: PbBr_2"" data-equation-content=""PbBr_2"" data-ignore-a11y-check=""""></mattext> = 367.0 g mol-1<br>Formula mass Pb = 207.2 g mol-1",0.2469;2.469e-1;2.469E-1;.2469,short_answer
"To find the Cu content of a solid, 2.7012 g of sample were dissolved and treated with excess iodide to precipitate <mattext texttype=""text/html""><img class=""equation_image"" title=""CuI"" src=""https://weber.instructure.com/equation_images/CuI?scale=1.5"" alt=""LaTeX: CuI"" data-equation-content=""CuI"" data-ignore-a11y-check=""""></mattext>. The precipitate was collected, washed, dried, and weighed, giving a mass of 2.5927 g. What was the mass fraction of <mattext texttype=""text/html""><img class=""equation_image"" title=""Cu^+"" src=""https://weber.instructure.com/equation_images/Cu%5E%2B?scale=1.5"" alt=""LaTeX: Cu^+"" data-equation-content=""Cu^+"" data-ignore-a11y-check=""""></mattext> in the original solid?<br>Formula mass <mattext texttype=""text/html""><img class=""equation_image"" title=""CuI"" src=""https://weber.instructure.com/equation_images/CuI?scale=1.5"" alt=""LaTeX: CuI"" data-equation-content=""CuI"" data-ignore-a11y-check=""""></mattext> = 190.450 g mol-1<br>Formula mass Cu = 63.546 g mol-1",0.32025;3.2025e-1;3.2025E-1;.32025,short_answer
