question,correct_answers,question_type
"Calculate the number of moles of MnO2 formed by flowing a current of 0.0664 A into a solution for 18 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+MnO_{4}^{-}+4H^{+}\leftrightarrows{}MnO_{2}(s)+2H_{2}O"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BMnO_%7B4%7D%5E%7B-%7D%2B4H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DMnO_%7B2%7D%28s%29%2B2H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 3e^{-}+MnO_{4}^{-}+4H^{+}\leftrightarrows{}MnO_{2}(s)+2H_{2}O"" data-equation-content=""3e^{-}+MnO_{4}^{-}+4H^{+}\leftrightarrows{}MnO_{2}(s)+2H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.00025;2.5e-4;2.5E-4;.00025;0.0002;2e-4;2E-4;.0002;0.000248;2.48e-4;2.48E-4;.000248,short_answer
"Calculate the number of moles of Sb formed by flowing a current of 0.8505 A into a solution for 2.62 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" src=""https://weber.instructure.com/equation_images/6e%5E%7B-%7D%2BSb_%7B2%7DO_%7B3%7D%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2Sb%28s%29%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" data-equation-content=""6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.000462;4.62e-4;4.62E-4;.000462;0.00046;4.6e-4;4.6E-4;.00046;0.0004619;4.619e-4;4.619E-4;.0004619,short_answer
"Calculate the number of moles of ClO2- formed by flowing a current of 6.6 A into a solution for 4.8 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BClO_%7B2%7D%5Cleftrightarrows%7B%7DClO_%7B2%7D%5E%7B-%7D?scale=1.5"" alt=""LaTeX: e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" data-equation-content=""e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" data-ignore-a11y-check=""""></mattext>",0.020;2.0e-2;2.0E-2;.020;0.02;2e-2;2E-2;.02;0.0197;1.97e-2;1.97E-2;.0197,short_answer
"Calculate the number of moles of F- formed by flowing a current of 6.84 A into a solution for 23 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4e^{-}+F_{2}O(g)+2H^{+}\leftrightarrows{}2F^{-}+H_{2}O"" src=""https://weber.instructure.com/equation_images/4e%5E%7B-%7D%2BF_%7B2%7DO%28g%29%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2F%5E%7B-%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 4e^{-}+F_{2}O(g)+2H^{+}\leftrightarrows{}2F^{-}+H_{2}O"" data-equation-content=""4e^{-}+F_{2}O(g)+2H^{+}\leftrightarrows{}2F^{-}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.049;4.9e-2;4.9E-2;.049;0.05;5e-2;5E-2;.05;0.0489;4.89e-2;4.89E-2;.0489,short_answer
"Calculate the number of moles of Sb formed by flowing a current of 3.25 A into a solution for 8.2 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" src=""https://weber.instructure.com/equation_images/6e%5E%7B-%7D%2BSb_%7B2%7DO_%7B3%7D%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2Sb%28s%29%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" data-equation-content=""6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0055;5.5e-3;5.5E-3;.0055;0.006;6e-3;6E-3;.006;0.00552;5.52e-3;5.52E-3;.00552,short_answer
"Calculate the number of moles of B formed by flowing a current of 8.558 A into a solution for 25 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" src=""https://weber.instructure.com/equation_images/12e%5E%7B-%7D%2BB_%7B4%7DO_%7B7%7D%5E%7B2-%7D%2B14H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D4B%28s%29%2B7H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" data-equation-content=""12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.044;4.4e-2;4.4E-2;.044;0.04;4e-2;4E-2;.04;0.0443;4.43e-2;4.43E-2;.0443,short_answer
"Calculate the number of moles of Cr++ formed by flowing a current of 1.7 A into a solution for 5.5 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BCr%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DCr%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-equation-content=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-ignore-a11y-check=""""></mattext>",0.0058;5.8e-3;5.8E-3;.0058;0.006;6e-3;6E-3;.006;0.00581;5.81e-3;5.81E-3;.00581,short_answer
"Calculate the number of moles of HOI formed by flowing a current of 2.99 A into a solution for 11.8 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4e^{-}+IO_{3}^{-}+5H^{+}\leftrightarrows{}HOI+2H_{2}O"" src=""https://weber.instructure.com/equation_images/4e%5E%7B-%7D%2BIO_%7B3%7D%5E%7B-%7D%2B5H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DHOI%2B2H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 4e^{-}+IO_{3}^{-}+5H^{+}\leftrightarrows{}HOI+2H_{2}O"" data-equation-content=""4e^{-}+IO_{3}^{-}+5H^{+}\leftrightarrows{}HOI+2H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.00549;5.49e-3;5.49E-3;.00549;0.0055;5.5e-3;5.5E-3;.0055;0.005485;5.485e-3;5.485E-3;.005485,short_answer
"Calculate the number of moles of Fe formed by flowing a current of 7.9 A into a solution for 21.7 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+FeOH^{+}+H^{+}\leftrightarrows{}Fe(s)+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BFeOH%5E%7B%2B%7D%2BH%5E%7B%2B%7D%5Cleftrightarrows%7B%7DFe%28s%29%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+FeOH^{+}+H^{+}\leftrightarrows{}Fe(s)+H_{2}O"" data-equation-content=""2e^{-}+FeOH^{+}+H^{+}\leftrightarrows{}Fe(s)+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.053;5.3e-2;5.3E-2;.053;0.05;5e-2;5E-2;.05;0.0533;5.33e-2;5.33E-2;.0533,short_answer
"Calculate the number of moles of B formed by flowing a current of 3.168 A into a solution for 2.13 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" src=""https://weber.instructure.com/equation_images/12e%5E%7B-%7D%2BB_%7B4%7DO_%7B7%7D%5E%7B2-%7D%2B14H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D4B%28s%29%2B7H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" data-equation-content=""12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.00140;1.40e-3;1.40E-3;.00140;0.0014;1.4e-3;1.4E-3;.0014;0.001399;1.399e-3;1.399E-3;.001399,short_answer
"Calculate the number of moles of As formed by flowing a current of 5.256 A into a solution for 3.5 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+H_{3}AsO_{3}+3H^{+}\leftrightarrows{}As(s)+3H_{2}O"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BH_%7B3%7DAsO_%7B3%7D%2B3H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DAs%28s%29%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 3e^{-}+H_{3}AsO_{3}+3H^{+}\leftrightarrows{}As(s)+3H_{2}O"" data-equation-content=""3e^{-}+H_{3}AsO_{3}+3H^{+}\leftrightarrows{}As(s)+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0038;3.8e-3;3.8E-3;.0038;0.004;4e-3;4E-3;.004;0.00381;3.81e-3;3.81E-3;.00381,short_answer
"Calculate the number of moles of As formed by flowing a current of 1.3 A into a solution for 20.1 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+H_{3}AsO_{3}+3H^{+}\leftrightarrows{}As(s)+3H_{2}O"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BH_%7B3%7DAsO_%7B3%7D%2B3H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DAs%28s%29%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 3e^{-}+H_{3}AsO_{3}+3H^{+}\leftrightarrows{}As(s)+3H_{2}O"" data-equation-content=""3e^{-}+H_{3}AsO_{3}+3H^{+}\leftrightarrows{}As(s)+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0054;5.4e-3;5.4E-3;.0054;0.005;5e-3;5E-3;.005;0.00542;5.42e-3;5.42E-3;.00542,short_answer
"Calculate the number of moles of BrO3- formed by flowing a current of 5.015 A into a solution for 27 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+BrO_{4}^{-}+2H^{+}\leftrightarrows{}BrO_{3}^{-}+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBrO_%7B4%7D%5E%7B-%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DBrO_%7B3%7D%5E%7B-%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+BrO_{4}^{-}+2H^{+}\leftrightarrows{}BrO_{3}^{-}+H_{2}O"" data-equation-content=""2e^{-}+BrO_{4}^{-}+2H^{+}\leftrightarrows{}BrO_{3}^{-}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.042;4.2e-2;4.2E-2;.042;0.04;4e-2;4E-2;.04;0.0421;4.21e-2;4.21E-2;.0421,short_answer
"Calculate the number of moles of Cl- formed by flowing a current of 5.4 A into a solution for 19.6 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Cl_{2}(g)\leftrightarrows{}2Cl^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2Cl%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Cl_{2}(g)\leftrightarrows{}2Cl^{-}"" data-equation-content=""2e^{-}+Cl_{2}(g)\leftrightarrows{}2Cl^{-}"" data-ignore-a11y-check=""""></mattext>",0.066;6.6e-2;6.6E-2;.066;0.07;7e-2;7E-2;.07;0.0658;6.58e-2;6.58E-2;.0658,short_answer
"Calculate the number of moles of ClO2- formed by flowing a current of 4.25 A into a solution for 20. minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BClO_%7B2%7D%5Cleftrightarrows%7B%7DClO_%7B2%7D%5E%7B-%7D?scale=1.5"" alt=""LaTeX: e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" data-equation-content=""e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" data-ignore-a11y-check=""""></mattext>",0.053;5.3e-2;5.3E-2;.053;0.05;5e-2;5E-2;.05;0.0529;5.29e-2;5.29E-2;.0529,short_answer
"Calculate the number of moles of Fe formed by flowing a current of 5.70 A into a solution for 22.6 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Fe^{2+}\leftrightarrows{}Fe(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BFe%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DFe%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Fe^{2+}\leftrightarrows{}Fe(s)"" data-equation-content=""2e^{-}+Fe^{2+}\leftrightarrows{}Fe(s)"" data-ignore-a11y-check=""""></mattext>",0.0401;4.01e-2;4.01E-2;.0401;0.040;4.0e-2;4.0E-2;.040;0.04005;4.005e-2;4.005E-2;.04005,short_answer
"Calculate the number of moles of Bi formed by flowing a current of 9.3 A into a solution for 6.8 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+Bi^{3+}\leftrightarrows{}Bi(s)"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BBi%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DBi%28s%29?scale=1.5"" alt=""LaTeX: 3e^{-}+Bi^{3+}\leftrightarrows{}Bi(s)"" data-equation-content=""3e^{-}+Bi^{3+}\leftrightarrows{}Bi(s)"" data-ignore-a11y-check=""""></mattext>",0.013;1.3e-2;1.3E-2;.013;0.01;1e-2;1E-2;.01;0.0131;1.31e-2;1.31E-2;.0131,short_answer
"Calculate the number of moles of Cr formed by flowing a current of 7.0 A into a solution for 21.0 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Cr^{2+}\leftrightarrows{}Cr(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCr%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DCr%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Cr^{2+}\leftrightarrows{}Cr(s)"" data-equation-content=""2e^{-}+Cr^{2+}\leftrightarrows{}Cr(s)"" data-ignore-a11y-check=""""></mattext>",0.046;4.6e-2;4.6E-2;.046;0.05;5e-2;5E-2;.05;0.0457;4.57e-2;4.57E-2;.0457,short_answer
"Calculate the number of moles of ClO2 formed by flowing a current of 2.0 A into a solution for 21 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+ClO_{3}^{-}+2H^{+}\leftrightarrows{}ClO_{2}+H_{2}O"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BClO_%7B3%7D%5E%7B-%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DClO_%7B2%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: e^{-}+ClO_{3}^{-}+2H^{+}\leftrightarrows{}ClO_{2}+H_{2}O"" data-equation-content=""e^{-}+ClO_{3}^{-}+2H^{+}\leftrightarrows{}ClO_{2}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.026;2.6e-2;2.6E-2;.026;0.03;3e-2;3E-2;.03;0.0261;2.61e-2;2.61E-2;.0261,short_answer
"Calculate the number of moles of IO3- formed by flowing a current of 1.38 A into a solution for 26.1 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+IO_{4}^{-}+2H^{+}\leftrightarrows{}IO_{3}^{-}+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BIO_%7B4%7D%5E%7B-%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DIO_%7B3%7D%5E%7B-%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+IO_{4}^{-}+2H^{+}\leftrightarrows{}IO_{3}^{-}+H_{2}O"" data-equation-content=""2e^{-}+IO_{4}^{-}+2H^{+}\leftrightarrows{}IO_{3}^{-}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0112;1.12e-2;1.12E-2;.0112;0.011;1.1e-2;1.1E-2;.011;0.01120;1.120e-2;1.120E-2;.01120,short_answer
"Calculate the number of moles of Cu formed by flowing a current of 5.94 A into a solution for 1.89 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Cu(OH)_{2}(s)\leftrightarrows{}Cu(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCu%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DCu%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Cu(OH)_{2}(s)\leftrightarrows{}Cu(s)+2OH^{-}"" data-equation-content=""2e^{-}+Cu(OH)_{2}(s)\leftrightarrows{}Cu(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.00349;3.49e-3;3.49E-3;.00349;0.0035;3.5e-3;3.5E-3;.0035;0.003491;3.491e-3;3.491E-3;.003491,short_answer
"Calculate the number of moles of Br- formed by flowing a current of 7.39 A into a solution for 20. minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""6e^{-}+BrO_{3}^{-}+3H_{2}O\leftrightarrows{}Br^{-}+6OH^{-}"" src=""https://weber.instructure.com/equation_images/6e%5E%7B-%7D%2BBrO_%7B3%7D%5E%7B-%7D%2B3H_%7B2%7DO%5Cleftrightarrows%7B%7DBr%5E%7B-%7D%2B6OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 6e^{-}+BrO_{3}^{-}+3H_{2}O\leftrightarrows{}Br^{-}+6OH^{-}"" data-equation-content=""6e^{-}+BrO_{3}^{-}+3H_{2}O\leftrightarrows{}Br^{-}+6OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.015;1.5e-2;1.5E-2;.015;0.02;2e-2;2E-2;.02;0.0153;1.53e-2;1.53E-2;.0153,short_answer
"Calculate the number of moles of Pb++ formed by flowing a current of 2.28 A into a solution for 18.5 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+PbO_{2}(s)+4H^{+}\leftrightarrows{}Pb^{2+}+2H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BPbO_%7B2%7D%28s%29%2B4H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DPb%5E%7B2%2B%7D%2B2H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+PbO_{2}(s)+4H^{+}\leftrightarrows{}Pb^{2+}+2H_{2}O"" data-equation-content=""2e^{-}+PbO_{2}(s)+4H^{+}\leftrightarrows{}Pb^{2+}+2H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0131;1.31e-2;1.31E-2;.0131;0.013;1.3e-2;1.3E-2;.013;0.01311;1.311e-2;1.311E-2;.01311,short_answer
"Calculate the number of moles of Cr formed by flowing a current of 7.51 A into a solution for 27 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Cr^{2+}\leftrightarrows{}Cr(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCr%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DCr%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Cr^{2+}\leftrightarrows{}Cr(s)"" data-equation-content=""2e^{-}+Cr^{2+}\leftrightarrows{}Cr(s)"" data-ignore-a11y-check=""""></mattext>",0.063;6.3e-2;6.3E-2;.063;0.06;6e-2;6E-2;.06;0.0630;6.30e-2;6.30E-2;.0630,short_answer
"Calculate the number of moles of Cr++ formed by flowing a current of 3.1 A into a solution for 18 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BCr%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DCr%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-equation-content=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-ignore-a11y-check=""""></mattext>",0.035;3.5e-2;3.5E-2;.035;0.03;3e-2;3E-2;.03;0.0347;3.47e-2;3.47E-2;.0347,short_answer
"Calculate the number of moles of Br- formed by flowing a current of 3.44 A into a solution for 7.3 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+BrO^{-}+H_{2}O\leftrightarrows{}Br^{-}+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBrO%5E%7B-%7D%2BH_%7B2%7DO%5Cleftrightarrows%7B%7DBr%5E%7B-%7D%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+BrO^{-}+H_{2}O\leftrightarrows{}Br^{-}+2OH^{-}"" data-equation-content=""2e^{-}+BrO^{-}+H_{2}O\leftrightarrows{}Br^{-}+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.0078;7.8e-3;7.8E-3;.0078;0.008;8e-3;8E-3;.008;0.00781;7.81e-3;7.81E-3;.00781,short_answer
"Calculate the number of moles of In formed by flowing a current of 2.2 A into a solution for 19 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+In(OH)_{3}(s)\leftrightarrows{}In(s)+3OH^{-}"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BIn%28OH%29_%7B3%7D%28s%29%5Cleftrightarrows%7B%7DIn%28s%29%2B3OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 3e^{-}+In(OH)_{3}(s)\leftrightarrows{}In(s)+3OH^{-}"" data-equation-content=""3e^{-}+In(OH)_{3}(s)\leftrightarrows{}In(s)+3OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.0087;8.7e-3;8.7E-3;.0087;0.009;9e-3;9E-3;.009;0.00866;8.66e-3;8.66E-3;.00866,short_answer
"Calculate the number of moles of Mn++ formed by flowing a current of 9.398 A into a solution for 2.18 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn_%7B2%7DO_%7B3%7D%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2Mn%5E%7B2%2B%7D%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-equation-content=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0127;1.27e-2;1.27E-2;.0127;0.013;1.3e-2;1.3E-2;.013;0.01274;1.274e-2;1.274E-2;.01274,short_answer
"Calculate the number of moles of Co formed by flowing a current of 3.50 A into a solution for 4.08 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCo%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DCo%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" data-equation-content=""2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.00444;4.44e-3;4.44E-3;.00444;0.0044;4.4e-3;4.4E-3;.0044;0.004440;4.440e-3;4.440E-3;.004440,short_answer
"Calculate the number of moles of Mn++ formed by flowing a current of 2.599 A into a solution for 20.9 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn_%7B2%7DO_%7B3%7D%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2Mn%5E%7B2%2B%7D%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-equation-content=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0338;3.38e-2;3.38E-2;.0338;0.034;3.4e-2;3.4E-2;.034;0.03378;3.378e-2;3.378E-2;.03378,short_answer
"Calculate the number of moles of PbO formed by flowing a current of 6.771 A into a solution for 1.2 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Pb_{3}O_{4}(s)+H_{2}O\leftrightarrows{}3PbO(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BPb_%7B3%7DO_%7B4%7D%28s%29%2BH_%7B2%7DO%5Cleftrightarrows%7B%7D3PbO%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Pb_{3}O_{4}(s)+H_{2}O\leftrightarrows{}3PbO(s)+2OH^{-}"" data-equation-content=""2e^{-}+Pb_{3}O_{4}(s)+H_{2}O\leftrightarrows{}3PbO(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.0076;7.6e-3;7.6E-3;.0076;0.008;8e-3;8E-3;.008;0.00758;7.58e-3;7.58E-3;.00758,short_answer
"Calculate the number of moles of HOI formed by flowing a current of 8.286 A into a solution for 25.3 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""4e^{-}+IO_{3}^{-}+5H^{+}\leftrightarrows{}HOI+2H_{2}O"" src=""https://weber.instructure.com/equation_images/4e%5E%7B-%7D%2BIO_%7B3%7D%5E%7B-%7D%2B5H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DHOI%2B2H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 4e^{-}+IO_{3}^{-}+5H^{+}\leftrightarrows{}HOI+2H_{2}O"" data-equation-content=""4e^{-}+IO_{3}^{-}+5H^{+}\leftrightarrows{}HOI+2H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0326;3.26e-2;3.26E-2;.0326;0.033;3.3e-2;3.3E-2;.033;0.03259;3.259e-2;3.259E-2;.03259,short_answer
