question,correct_answers
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 429.4882130220989 +/- 179.5840068524547,"['400 + 200', '4e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 855.1274918260182 +/- 30.01702158130725,"['860 + 30', '8.6e2 + 3e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 343.51762935133183 +/- 251.9037693116059,"['300 + 300', '3e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 765.7751135212615 +/- 228.3540443387134,"['800 + 200', '8e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 477.6273317107234 +/- 224.52761550084128,"['500 + 200', '5e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 227.768645808564 +/- 58.72705196929208,"['230 + 60', '2.3e2 + 6e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 397.18534109119344 +/- 113.9571050553875,"['4.0e2 + 110', '4.0e2 + 1.1e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 127.31916277371457 +/- 80.70659812302051,"['130 + 80', '1.3e2 + 8e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 316.40621588930134 +/- 78.19359035883903,"['320 + 80', '3.2e2 + 8e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 733.0086118088275 +/- 469.5915486550181,"['700 + 500', '7e2 + 5e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 903.4520030455351 +/- 725.2460720229218,"['900 + 700', '9e2 + 7e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 191.79391130153329 +/- 151.15191809791077,"['200 + 200', '2e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 831.5501468639113 +/- 110.67370178240206,"['830 + 110', '8.3e2 + 1.1e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 658.7442824775176 +/- 170.56756076288505,"['700 + 200', '7e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 433.46471008072285 +/- 63.30470906128326,"['430 + 60', '4.3e2 + 6e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 920.4528678669827 +/- 50.63543656851176,"['920 + 50', '9.2e2 + 5e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 395.4812905752368 +/- 86.69439990745231,"['4.0e2 + 90', '4.0e2 + 9e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 212.29411069320355 +/- 52.838573145080275,"['210 + 50', '2.1e2 + 5e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 578.4589138853262 +/- 506.8717992428824,"['600 + 500', '6e2 + 5e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 550.4046643201034 +/- 19.430469784188745,"['550 + 20', '5.5e2 + 2e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 899.0449957350286 +/- 581.180522874767,"['900 + 600', '9e2 + 6e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 428.87324441106324 +/- 165.51792901848606,"['400 + 200', '4e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 397.3222809243094 +/- 97.40025201371792,"['4.0e2 + 9.7e1', '4.0e2 + 9.7e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 573.7033568855726 +/- 39.00198891183448,"['570 + 40', '5.7e2 + 4e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 768.4964239626146 +/- 279.63971861263025,"['800 + 300', '8e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 167.20294496759232 +/- 138.14300150723352,"['170 + 140', '1.7e2 + 1.4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 681.7259053469414 +/- 56.10381355116413,"['680 + 60', '6.8e2 + 6e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 795.37896252619 +/- 251.32419453288244,"['800 + 300', '8e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 775.2991889713826 +/- 675.2310846463653,"['800 + 700', '8e2 + 7e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 881.9486148933162 +/- 506.75046863032435,"['900 + 500', '9e2 + 5e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 499.02496646657517 +/- 159.80964829568444,"['500 + 200', '5e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 438.32719799097003 +/- 163.61290940579394,"['400 + 200', '4e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 818.0481299424529 +/- 412.9529424685513,"['800 + 400', '8e2 + 4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 260.2883267652785 +/- 217.94882059028708,"['300 + 200', '3e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 161.9831706747175 +/- 104.96240840414157,"['160 + 1.0e2', '1.6e2 + 1.0e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 518.6300186918468 +/- 345.1546365452956,"['500 + 300', '5e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 578.2719919571703 +/- 122.66524706402974,"['580 + 120', '5.8e2 + 1.2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 253.80337976661275 +/- 192.95186933256016,"['300 + 200', '3e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 120.30944962059837 +/- 5.622872652537557,"['120. + 6', '1.20e2 + 6e0']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 51.429101855700885 +/- 10.527722625733293,"['51 + 11', '5.1e1 + 1.1e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 784.2981437585888 +/- 643.7140334221879,"['800 + 600', '8e2 + 6e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 537.7540816046045 +/- 275.0294581477551,"['500 + 300', '5e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 781.1599969888439 +/- 142.82592814013802,"['780 + 140', '7.8e2 + 1.4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 137.71163906271255 +/- 16.80629546221649,"['140 + 20', '1.4e2 + 2e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 536.2681641264596 +/- 272.5397265799407,"['500 + 300', '5e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 290.7807148023981 +/- 145.75538093376048,"['290 + 150', '2.9e2 + 1.5e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 189.17486834939044 +/- 119.53888359389819,"['190 + 120', '1.9e2 + 1.2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 499.03391974580364 +/- 354.86258619982203,"['500 + 400', '5e2 + 4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 346.7827564240325 +/- 49.10885730866776,"['350 + 50', '3.5e2 + 5e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 697.179702999333 +/- 91.00383573756312,"['7.0e2 + 90', '7.0e2 + 9e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 163.21117533645364 +/- 3.2256631019013677,"['163 + 3', '1.63e2 + 3e0']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 994.648137186503 +/- 864.2599044426046,"['9.9e2 + 900', '9.9e2 + 9e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 932.1392432753188 +/- 359.28489992924756,"['900 + 400', '9e2 + 4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 429.59688774313287 +/- 196.18725317405554,"['400 + 200', '4e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 448.6777068817874 +/- 126.28212482766587,"['450 + 130', '4.5e2 + 1.3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 173.86482819558321 +/- 123.26629451699823,"['170 + 120', '1.7e2 + 1.2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 292.82727546671305 +/- 97.6156247592905,"['290 + 9.8e1', '2.9e2 + 9.8e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 473.2076993621699 +/- 70.75628413137584,"['470 + 70', '4.7e2 + 7e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 910.152577232269 +/- 461.3440674881908,"['900 + 500', '9e2 + 5e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 617.376375320591 +/- 167.49403236679865,"['600 + 200', '6e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 312.634127622118 +/- 172.10768361993865,"['300 + 200', '3e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 458.91138119151566 +/- 129.20624461411447,"['460 + 130', '4.6e2 + 1.3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 562.7868412227829 +/- 462.62149848769366,"['600 + 500', '6e2 + 5e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 308.1344617376968 +/- 147.12649239713556,"['310 + 150', '3.1e2 + 1.5e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 692.9021375398606 +/- 606.215494297735,"['700 + 600', '7e2 + 6e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 347.77696463249606 +/- 133.21713957871157,"['350 + 130', '3.5e2 + 1.3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 835.7033068532927 +/- 558.5437175806499,"['800 + 600', '8e2 + 6e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 488.2920775737743 +/- 134.75985120009202,"['490 + 130', '4.9e2 + 1.3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 924.6560397862908 +/- 826.9854218748279,"['900 + 800', '9e2 + 8e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 22.036557379782085 +/- 6.824399465996897,"['22 + 7', '2.2e1 + 7e0']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 756.5060874317818 +/- 508.18100107021723,"['800 + 500', '8e2 + 5e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 608.2648585408377 +/- 425.81730616896556,"['600 + 400', '6e2 + 4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 655.9255570347564 +/- 264.1100362254156,"['700 + 300', '7e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 562.0298948069224 +/- 258.06928303621964,"['600 + 300', '6e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 687.9666391572022 +/- 173.34056643853023,"['700 + 200', '7e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 812.3132113045483 +/- 35.16171862641083,"['810 + 40', '8.1e2 + 4e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 240.15653141916295 +/- 28.47284016569241,"['240 + 30', '2.4e2 + 3e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 896.4837782124771 +/- 262.5492344122768,"['900 + 300', '9e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 578.6124611234757 +/- 365.32931472783343,"['600 + 400', '6e2 + 4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 733.4221949620909 +/- 274.3729088528037,"['700 + 300', '7e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 979.5479143193412 +/- 792.9061718960087,"['9.8e2 + 800', '9.8e2 + 8e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 907.5601260141823 +/- 674.2537339570888,"['900 + 700', '9e2 + 7e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 101.53945465050344 +/- 72.55275081602434,"['1.0e2 + 70', '1.0e2 + 7e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 474.7776384769163 +/- 119.66071801998285,"['470 + 120', '4.7e2 + 1.2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 568.2485331416169 +/- 467.6584333533601,"['600 + 500', '6e2 + 5e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 517.0394427397756 +/- 203.16159281985549,"['500 + 200', '5e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 291.6702728950231 +/- 80.33407786866515,"['290 + 80', '2.9e2 + 8e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 857.9658997030084 +/- 568.6232743642145,"['900 + 600', '9e2 + 6e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 256.60734827702214 +/- 142.22260998857993,"['260 + 140', '2.6e2 + 1.4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 189.74930817966765 +/- 161.02045721218124,"['200 + 200', '2e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 996.739148839238 +/- 891.645268453271,"['1.0e3 + 900', '1.0e3 + 9e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 737.9902304470992 +/- 5.339780172611983,"['738 + 5', '7.38e2 + 5e0']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 692.1480486716564 +/- 39.49081637335889,"['690 + 40', '6.9e2 + 4e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 290.30645519611187 +/- 221.29845501338588,"['300 + 200', '3e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 114.44517435735918 +/- 44.72517071823055,"['110 + 40', '1.1e2 + 4e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 634.329504840166 +/- 299.57775423162605,"['600 + 300', '6e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 537.8534974807457 +/- 255.07229149001878,"['500 + 300', '5e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 188.70632682442675 +/- 162.53199782815727,"['200 + 200', '2e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 99.32910892134753 +/- 5.37092544399959,"['99 + 5', '9.9e1 + 5e0']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 753.7072183293253 +/- 217.56673800778697,"['800 + 200', '8e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 587.9059887262849 +/- 231.90336664290072,"['600 + 200', '6e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 387.7125045792308 +/- 341.4371614164492,"['400 + 300', '4e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 497.0974498974947 +/- 274.36690085709245,"['500 + 300', '5e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 780.920831758043 +/- 313.9163851591897,"['800 + 300', '8e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 514.5493801861141 +/- 350.67775890012996,"['500 + 400', '5e2 + 4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 541.4796259466948 +/- 124.53740508962949,"['540 + 120', '5.4e2 + 1.2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 238.27681505655002 +/- 175.68242418247678,"['200 + 200', '2e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 784.5109700564842 +/- 500.4879203304813,"['800 + 500', '8e2 + 5e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 195.09797833764765 +/- 70.06099197932859,"['2.0e2 + 70', '2.0e2 + 7e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 858.5035351793892 +/- 553.36042030856,"['900 + 600', '9e2 + 6e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 267.99886411879794 +/- 157.490794002221,"['300 + 200', '3e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 925.7749429075701 +/- 208.5099478236396,"['900 + 200', '9e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 565.6339265030044 +/- 168.6655710528308,"['600 + 200', '6e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 335.7286602454157 +/- 151.3477245646527,"['300 + 200', '3e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 431.52605595018287 +/- 65.04084445304998,"['430 + 70', '4.3e2 + 7e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 274.750961468688 +/- 156.1217532987021,"['300 + 200', '3e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 312.2678068168208 +/- 103.84533279229807,"['310 + 1.0e2', '3.1e2 + 1.0e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 413.04360791481497 +/- 326.43953275508557,"['400 + 300', '4e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 942.1119391359698 +/- 588.4592673248542,"['900 + 600', '9e2 + 6e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 117.91845722194302 +/- 18.238859444772665,"['120 + 20', '1.2e2 + 2e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 644.0777800081278 +/- 441.73907833380525,"['600 + 400', '6e2 + 4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 541.0692036775573 +/- 267.6595507906078,"['500 + 300', '5e2 + 3e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 215.58033785781316 +/- 6.2207537094130085,"['216 + 6', '2.16e2 + 6e0']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 895.2385068598926 +/- 418.279242130026,"['900 + 400', '9e2 + 4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 15.959888740592522 +/- 11.504956592614562,"['16 + 12', '1.6e1 + 1.2e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 257.8963600606331 +/- 137.74931850059858,"['260 + 140', '2.6e2 + 1.4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 931.6034890790828 +/- 431.74718525091447,"['900 + 400', '9e2 + 4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 992.873224397881 +/- 634.1228911072449,"['9.9e2 + 600', '9.9e2 + 6e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 842.6064703467524 +/- 53.498660230386314,"['840 + 50', '8.4e2 + 5e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 383.7762230625093 +/- 161.55756096657566,"['400 + 200', '4e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 296.92132355524774 +/- 164.07659626089375,"['300 + 200', '3e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 992.6486675231766 +/- 831.9446229659229,"['9.9e2 + 800', '9.9e2 + 8e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 685.4568401775887 +/- 119.62663155609127,"['690 + 120', '6.9e2 + 1.2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 405.2138653533997 +/- 195.3663575149809,"['400 + 200', '4e2 + 2e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 327.4759026851073 +/- 49.69025441163314,"['330 + 50', '3.3e2 + 5e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 752.4799563097281 +/- 515.5229739476459,"['800 + 500', '8e2 + 5e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 408.190864607535 +/- 91.2682674255661,"['410 + 90', '4.1e2 + 9e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 928.0818776585363 +/- 781.8063384401788,"['900 + 800', '9e2 + 8e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 502.90862563692036 +/- 417.0107050914278,"['500 + 400', '5e2 + 4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 148.91655898032587 +/- 100.01647461751006,"['150 + 1.0e2', '1.5e2 + 1.0e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 991.3327624778573 +/- 891.7609745495714,"['9.9e2 + 900', '9.9e2 + 9e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 641.7633414789816 +/- 389.6474752335873,"['600 + 400', '6e2 + 4e2']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 87.59342135368121 +/- 78.06276247933273,"['90 + 80', '9e1 + 8e1']"
Give the following mean and standard deviation with the correct number of significant figures. Use the format 'mean +/- stdev' to avoid using the plus/minus symbol: 945.7432854841038 +/- 334.37841224030507,"['900 + 300', '9e2 + 3e2']"
